en-CA,fr-CA
Dbl Quarter Pounder,Double hamburger fromage
Dbl Quarter Pounder withCheese,Double quart BLT
Decaf Coffee,Double quart de livre avec fromage
Delivery,Double quart de livre BLT
Delivery Fee,Double quart de livre fromage
Demon Sauce: Purple Cajun Sauc,Double quart de livre sans fro
Demon Sauce: Purple Cajun Sauce,Double quart de livre sans fromage
Description,Double Quart Fromage
Dessert,Double Quart Hamburger (sans fromage)
Diced Apples,Double Quart livre (sans fromage)
Diet Coke,Duo
Diet Coke Syrup,Duo 2 biscuits
Distance Fee,duo avec Café
Double Bacon 'N Crispy Onion,Duo Bagel Crm Chs avec Café
Double Bacon 'N Crispy Onion Quarter Pounder,Duo café et pâtisserie
Double Big Mac,Duo chausson aux pommes
Double Big Mac Extra Value Meal,Duo chausson aux pommes et McCafé
Double Cheeseburger,Duo chausson aux pommes McCafé
Double Cheeseburger Extra Value Meal,Duo muffin anglais
Double Chsb LT,Duo muffin anglais et boisson chaude
Double Double,Duo muffin et café
Double Espresso,"Duo patates hachées brunes et café, format moyen"
Double Filet-O-Fish,Duo rôties blanc
Double Filet-O-Fish Extra Value Meal,Duo rôties blanc et boisson chaude
Double Hamburger,Duo rôties blé entier
Double Hamburger Extra Value Meal,Duo rôties blé entier et 2 œufs frits
Double Quarter Pounder,Duo rôties blé entier et boisson chaude
Double Quarter Pounder BLT,E Coke
Double Quarter Pounder BLT Extra Value Meal,E Eau froide
Double Quarter Pounder Cheese,E LF à la fraise ML
Double Quarter Pounder Extra Value Meal,E LF au chocolat ML
Double Quarter Pounder with Cheese,E LF au vanille ML
Double Quarter Pounder With Cheese,E LF chocolat
Double Quarter Pounder with Cheese Extra Value Meal,E LF fraise
Double Quarter Pounder without Cheese,E LF vanille
Double Quarter Pounder without Cheese Extra Value Meal,Eau DASANI
Double Toasted,EC Capp sirop ***
Drink,ÉC Cappuccino ***
Drink tray,EC Choc ch ment ***
Driver Regulatory Fee,ÉC Lat M. Car
Earl Grey Tea,EC Latte
Earlybird Mug,ÉC Latte ***
Edamame,ÉC Latte M. Caramel
Egg ‘N Cheese McGriddles,EC Latte sirop ***
Egg ‘N Cheese McGriddles Extra Value Meal,ÉC Latte ss ***
Egg ‘N Cheese McMuffin,ÉC Moka ***
Egg ‘N Cheese McMuffin Extra Value Meal,EC Moka menthe ***
Egg BLT Bagel ***,Échantillon
Egg BLT Bagl VM,Échantillon latte caramel (lait 2%)
Egg BLT McMuffin,Edamame
Egg BLT McMuffin Extra Value Meal,Enfant
Egg LT Bagl VM,Enfant Coca-Cola
Egg LT Croissant Sandwich,Enfant Coca-Cola Zero
Egg McMuffin,Enfant Coke
Egg McMuffin & Hash Brown Deal,Enfant Coke Diète
Egg McMuffin Extra Value Meal,Enfant Fruitopia fraises
Egg White Only,Enfant Fruitopia orange
English Muffin,Enfant Racinette Barq's
English Muffin Special,Enfant Sprite
Entrée Salad,Enfant Thé glacé Fuze
Espresso,Enfant Thé glacé FUZE
Everything Bacon 'N Egg Bagel,Enfant Thé glacé NESTEA
Everything Bacon 'N Egg Bagel Extra Value Meal,Ens mél salades
Everything Bacon & Guacamole Bagel,Érable et cheddar ***
Everything Bacon & Guacamole Bagel Meal,Espresso
Everything Bagel,Espresso allongé
Everything Bagel Happy Meal,Extra from ched jack
Everything Bagel Reg CC Prod,Extra garniture coupe glacée
Everything Bagel w/ Reg Cream Cheese McValue Meal,Extra garniture pour coupe glacée
Everything Bagel w/ Regular Cream Cheese Product,Extra sauce à McCroquettes
Everything Bagel with Regular Cream Cheese Product,Extra sauce poutine
Everything BLT Bagel,Extra sirop
Everything BLT Bagel Extra Value Meal,Facturation pour livraison
Everything Egg BLT Bagel,Festin 20 McCroquettes
Everything Egg BLT Bagel Extra Value Meal,Festin 20 McCroquettes (portion pour 2)
Everything Sausag 'N Egg Bagel,Festin déjeuner pour 4
Everything Sausage 'N Egg Bagel,Festin déjeuner pour 4 (portion pour 4)
Everything Sausage 'N Egg Bagel Extra Value Meal,Festin écono
Everything Sausage Egg Bagel,Festin écono (portion pour 4)
Evr Bgl w/Sprd VM ***,Festin familial
Evry Bagl w/ Spreads,Festin familial (portion pour 3)
Evry Bagl w/ Spreads ***,Festin fin de soirée
Evry Bgl w/ Sprd VM ***,Festin fin de soirée (portion pour 4)
Exclusive McValue Add-on,Festins à partager
Extra Chai Glow Tea Bag,Filet de poisson
Extra Earl Grey Tea Bag,Filet de poisson et Côte
Extra Gravy,Fourchettes
Extra Green Tea Bag,Frais (2 sacs)
Extra Ice,Frais de distance
Extra Large,Frais de fête
Extra Large Earl Grey Tea,Frais de livraison
Extra Large Green Tea,Frais de réponse réglementaire
Extra Large Peppermint Tea,Frais de réponse réglementaire du livreur
Extra Large Senior's Coffee,Frais de service
Extra Large Senior's Decaf Coffee,Frais de temps d'attente évita
Extra Large Senior's Earl Grey Tea,Frais de temps d'attente évitable des livreurs DD
Extra Large Senior's Green Tea,Frais pour petite commande
Extra Large Senior's Orange Pekoe Tea,Fraises séchées à froid
Extra Large Senior's Peppermint Tea,Frappés glacés
Extra Orange Pekoe Tea,Frites
Extra Peppermint tea bag,Frites assaisonnées aux fines herbes et à l'ail
Extra Peppermint Tea Bag,Frites de renommée mondiale
Extra Shot Blackberry Passionfruit  Syrup,Frites fines herbes et à l'ail
Extra Shot Mango Pineapple Syrup,Frites McMélangées ramyeon
Extra Sundae Topping,"Frites, format petit"
Extra Syrup,"Frites, grand format"
Extra Value Meal,"Frites, mini-format"
Family Bundle,"Frites, moyen format"
Family Bundle (Serves 3),"Frites, petit format"
Feta & Olive Sauce,From chedar jack
FIFA Cup,From cr orig
FIFA World Cup Meal,From. la crème à côté
FIFA World Cup Meal - Extra Value Meals,Fromage
FIFA World Cup Meal - McValue Meals,Fromage à la crème
Filet-O-Fish,Fromage à la crème original
Filet-O-Fish & Side Deal,Fromage Brie
Filet-O-Fish Extra Value Meal,Fromage cheddar blanc
Filet-O-Fish Patty,Fromage crème
Fireworks Mug,Fromage en grains
Fish,Fromage grillé sandwichs
Flexible Straw,Fromage grillé sandwichs
Foam,Fromage mozzarella
Fondant Syrup,Fromage parmesan râpé
Forks,Fromage râpé
Fountain Drinks,Fromage Suisse
Frank's Creamy Garlic Sauce,Fruitopia fraises
Frank's RedHot Original McCrispy,Fruitopia orange
Frank's RedHot Original McCrispy Extra Value Meal,Fruitopia Org Syrup
Frank’s RedHot McVeggie,Fruitopia Strw Syrup
Frank’s RedHot Original McCris,Fruits du dragon séchés à froid
Frank’s RedHot Original McCrispy,Fuze Iced Tea Syrup
Frank’s RedHot Original McCrispy Bacon Deluxe,G Café
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Café décaf infusé
Frank’s RedHot Original McVeggie,G Café frappé + crème fouettée + coulis au choc.
Frank’s RedHot Original McVeggie Meal,G Capp sirop ***
Frank’s RedHot® Original Thick,G Cappuccino ***
Frank’s RedHot® Original Thick Sauce,G Cappuccino R ***
Frappés,G Cappuccino Sirop ***
Free Medium Soft Drink,G Cappuccino Sirop R***
Free Sandwich,G Chai frappé van. + cr. fouettée + coulis au choc.
Freeze Dried Dragonfruit,G Choc ch ment ***
Freeze Dried Strawberries,G Coke
French Book,G Déca infusé
French Croissant,G Eau chaude
French Croissant,G Eau froide
French Fries,G Lat caramel ***
French Vanilla Cloud Iced Coffee,G Lat cml salé***
French Vanilla Latte (2% milk),G Lat M. Car ***
French Vanilla Latte (2% Milk),G Lat pép choc ***
French Vanilla Latte (Almond Milk,G Latte ***
French Vanilla Latte (Almond milk),G Latte au caramel ***
French Vanilla Latte (Almond Milk),G Latte au chocolat et à la noisette (lait 2 %)
French Vanilla Syrup,G Latte glacé ***
Fried Egg,G Latte glacé au chocolat et à la noisette (lait 2 %)
Fries,G Latte glacé L ***
Fruit & Fibre Muffin,G Latte M. Caramel ***
Fruit Medley,G Latte menthe ***
Fruit Splash Beverages,G Latte pép choc ***
Fruitopia Orange,G Latte sirop ***
Fruitopia Org Syrup,G Latte Sirop ***
Fruitopia Strawberry,G Latte Sirop R ***
Fruitopia Strawberry Passion Awareness,G Latte vanille fr
Fruitopia Strw Syrup,G LF à la fraise ML
Fry Display,G LF à la vanille ML
Fry Monitor Display,G LF au chocolat ML
Fudge,G LF chocolat
Fudge Sundae,G LF fraise
Fuze Iced Tea,G LF vanille
FUZE Iced Tea,G Moka ***
Fuze Iced Tea Syrup,G Moka menthe ***
Garden Salad(apples & walnuts),G Smo bleuet
Garlic Seasoning,G Smo mangue
Gingham Holiday Mug,G Smooth bleuet ML
Gold Peak Slightly Sweet Lemon Iced Tea,G Smooth mangue ML
Gold Peak Sweet Lemon Iced Tea,G Thé Earl Grey
Golden McFlurry,G Thé pekoe
Granola,G Thé vert
Grape Tomatoes,Galette de poulet
Gravy,Garni comme Big Mac
Greek Entrée Salad,Garni comme Mac
Greek Pasta Feta Salad,Garniture aux fraises
Green Dipped Mug,Garniture Mcflurry
Green Onions,Glaçage au fromage à la crème
Green Tea,Glace
Grilled Cheese,Glace chili limettes
Grilled Cheese Sandwich,Glacéau smartwater
Grilled Cheese Sandwiches,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Grilled Chicken,Glacéau vitaminwater bleuets
Grilled Chicken Patty,Glacéau vitaminwater orange
Grilled Chicken Sandwich,glacée moka
Grilled Chicken Sandwich,Glacée moka  (lait d'amande)
Grilled Chicken Sandwich,Godet crème
Grilled Chicken Sandwich Extra Value Meal,Godet de lait
Grilled Frank's RedHot Origina,Gonflez V Tr
Grilled Frank's RedHot Original,Graines tournesol
Grilled Frank's RedHot Original Extra Value Meal,Grand
Grilled Frank’s RedHot Origina,Grand
Grilled Frank’s RedHot Original Bacon Deluxe,Grand
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand americano
Grilled Onions,Grand Café frappé
Grilled Ranch Snack Wrap,Grand café glacé
Grilled Snack Wrap,Grand café glacé à la vanille
Ground Coffee & Mug Giftset,Grand café glacé au caramel salé
Guacamole,Grand café glacé avec boisson à l'avoine
Half Cream,Grand café glacé avec sirop sans sucre
Half Crispy Chicken Patty,Grand Café glacé avec sirop sans sucre
Half Decaf,Grand café infusé
Half Filet-O-Fish Patty,Grand café infusé à froid sucré/avoine
Half Grilled Chicken,Grand Café infusé aînés
Half Ice,Grand café infusé décaféiné
Half Milk,Grand café infusé décaféiné aînés
Half Oat Beverage,Grand café infusé décaféiné Remplir nouveau
Half Splenda,Grand café infusé Remplir nouveau
Half Sugar,Grand cappuccino (lait 2%)
Half Syrup,Grand Cappuccino (lait d'amande)
HALLOWEEN GC,Grand Chai frappé à la vanille
Halloween Gift Certs,Grand Chai frappé à la vanille
Hamburger,Grand Chocolat chaud (lait 2%)
Hamburger Deluxe,Grand Coca-Cola
Hamburger Deluxe McValue Meal,Grand Coca-Cola Zero
Hamburger Happy Meal,Grand Coke
Hamburger with Apple slices,Grand Coke Diète
"Hamburger, No Meat",Grand Frites
Happy Meal,Grand Fruitopia fraises
Happy Meal 4 McNuggets with Apple slices,Grand Fruitopia orange
Happy Meal 4 McNuggets with Apple Slices,Grand glacée moka
Happy Meal 4 McNuggets with Mini Fries,Grand jus d'orange
Happy Meal 4 McNuggets with Mini-fries,Grand jus de pomme
Happy Meal 4 McNuggets with Small Fries,Grand lait ultra-frappé à la fraise
Happy Meal 4 McNuggets with Small fries for $2.99,Grand lait ultra-frappé à la vanille
Happy Meal Book only,Grand lait ultra-frappé au chocolat
Happy Meal Cheeseburger,Grand latte (lait 2%)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte (lait d'amande)
Happy Meal Cheeseburger with Apple slices,Grand latte à la vanille française (lait 2%)
Happy Meal Cheeseburger with Apple Slices,Grand Latte à la vanille française (lait d'amande)
Happy Meal Cheeseburger with Mini Fries,Grand latte à thé London fog (lait 2%)
Happy Meal Cheeseburger with mini-fries,Grand latte au caramel salé (lait 2%)
Happy Meal Cheeseburger with Small Fries,Grand latte au thé matcha (lait 2%)
Happy Meal Cheeseburger with Small fries for $2.99,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand latte caramel (lait d'amande)
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand latte glacé (lait 2%)
Happy Meal Crispy Mayo with Mini Fries,Grand Latte glacé (lait amande)
Happy Meal Fish Stick,Grand latte glacé au matcha (lait 2%)
Happy Meal French Book only,Grand latte glacé matcha (lait amande)
Happy Meal Grilled Cheese with Apple Slices,Grand menthe poivrée
Happy Meal Grilled Cheese with Mini Fries,Grand Moka (lait 2%)
Happy Meal Grilled Cheese with Small Fries,Grand moka glacé
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand Racinette Barq's
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand smoothie fraises-banane
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand smoothie grenade-bleuets
Happy Meal Hamburger with Apple slices,Grand smoothie mangue-ananas
Happy Meal Hamburger with Apple Slices,Grand Sprite
Happy Meal Hamburger with Mini Fry,Grand thé à la menthe poivrée
Happy Meal Hamburger with mini-fries,Grand thé à la menthe poivrée aînés
Happy Meal Hamburger with Small Fries,Grand thé bergamia gris
Happy Meal Hamburger with Small fries for $2.99,Grand thé chai éclat
Happy Meal Hotcakes with Apple Slices,Grand thé Earl Grey
Happy Meal Hotcakes with Hash Browns,Grand thé earl grey aînés
Happy Meal Hotcakes with Hashbrowns for $2.99,Grand Thé glacé Fuze
Happy Meal Hotcakes with Mini Fry,Grand thé menthe poivrée aînés
Happy Meal Hotcakes with Small Fries,Grand thé orange pekoe
Happy Meal Juice/Milk/Water,Grand thé Orange Pekoe
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Grand thé orange pekoe aînés
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Grand thé rugissement noir
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Grand thé vert
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,Grand thé vert à la citronnelle
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Grand thé vert aînés
Happy Meal Nugget,Grande café glacé au caramel salé
Happy Meal snack Wrap,Grande latte au caramel salé (lait 2%)
Happy Meal Snack Wrap,Gratuit moyen boisson
Happy Meal Toy,Guacamole
Happy Meal Toy - Under 3,H-fromage
Happy Meal with Apple slices,Hamburger
Happy Meal with Apple Slices,Hamburger avec fromage
Happy Meal with Hash Browns,Hamburger avec fromage de luxe
Happy Meal with Hashbrowns,"Hamburger avec fromage, sans viande"
Happy Meal with Mini Fries,Hamburger De Luxe
Happy Meal with mini-fries,Hamburger fromage
Happy Meal with Mini-fries,"Hamburger fromage, sans viande"
Happy Meal with Small fries,"Hamburger, sans viande"
Happy Meal with Small Fries,Hamburgers
Happy Meals,Hazelnut & Cocoa McPops
Harvest Entrée Salad,Honest Kids La Fée des pommes
Hash Brown,Honest Kids Super Punch aux Fr
Hash Brown & Coffee,Honest Kids Super Punch aux Fruits
Hash Brown & Medium Premium Roast Coffee,Hummus original
Hash Browns,J’ai ma tasse (M)
Have my Own Cup (Med),JF Crêpes ***
Have my Own Cup (Med),JF Fête crêpes
Hazelnut & Cocoa McPops,JF Fête h-from
Heart Mug,JF Fête hamb fromage
Heated,JF Fête McCroq
Herb & Garlic Seasoned Fries,JF Fête McCroquettes
HM 4 Nuggets & Mini Fry for $2.99,JF Fête wrap
HM 4Nug Chrg,JF Jouet
HM 4Nug Party Charge,JF Jouet garçon
HM 4Nugget ***,JF Jouet R
HM BAGEL ***,JF poisson ***
HM BAGL ***,JF Poutine
HM Buf Wrap Crispy ***,JF Sand from fond***
HM Buf Wrap Grill ***,JF Wrp-éclair lait+tom***
HM Buf Wrp Cr ***,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM Buf Wrp Gr ***,Jouet moins de 3 ans
HM Cheese Bagl ***,Journal post sem
HM Cheeseburger ***,Journal post semaine
HM Cheeseburger Mn Fry Yog,Journal post wk-end
HM Chkn McBites ***,Journal quotid
HM Chsb Chrg,Journal quotid 4
HM Chsb Party Charge,Journal quotidien
HM Evry Bagel ***,Journal week-end
HM Grilled Cheese ***,Journal weekend
HM Hambuger ***,Journal wk-end 4
HM Hamburger ***,Journl post wk-end
HM Hamburger Mini Fry,Joyeux festin
HM Hamburger Mini Fry for $2.99,Joyeux festin 1 pat hach brune
HM Hotcakes ***,Joyeux festin 4 McCroquettes - mini-frites
HM Htck Chrg,Joyeux festin 4 McCroquettes - P frites
HM Htck Party Charge,Joyeux festin 4 McCroquettes - pommes
HM Let & Tom Snwrp ***,Joyeux Festin 4 McCroquettes avec pommes
HM McEGGY ***,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Mgrain Bagel ***,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Plain Bagel ***,Joyeux Festin avec mini-frites
HM Sesame Bagel ***,Joyeux Festin avec pat hach br
HM Snack Wrap ***,Joyeux Festin avec petit frite
HM Snk Wrap Chrg,Joyeux festin avec pommes
HM Snk Wrap Party Charge,Joyeux Festin avec pommes
Hockey Holiday Mug,Joyeux festin Crêpes - 1 pat hach brune
Hockey Tickets,Joyeux festin Crêpes - mini-frites
Holiday Sweater Cup,Joyeux festin Crêpes - p frites
Holiday Tree Cup,Joyeux festin Crêpes - pommes
Hollandaise-style sauce,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
Homestyle Bun,Joyeux festin hamburger - mini-frites
Honest Kids Appley Ever After,Joyeux festin hamburger - P frites
Honest Kids Super Fruit Punch,Joyeux festin hamburger - pommes
Honey,Joyeux Festin Hamburger avec pommes
Honey Dijon Vinaigrette Dressi,Joyeux festin hamburger fromage - mini-frites
Honey Dijon Vinaigrette Dressing,Joyeux festin hamburger fromage - P frites
Hot Beverage,Joyeux festin hamburger fromage - pommes
Hot Chocolate,"Joyeux Festin Hamburger fromage, mini-frites"
Hot Chocolate (2% Milk),"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Hot Chocolate (Almond Milk),"Joyeux Festin Hamburger fromage, pommes"
Hot Chocolate Packet,"Joyeux Festin Hamburger, mini-frites"
Hot Drink,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Hot Drinks,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Hot McCafé,Joyeux festin jouet
Hot Mustard,Joyeux festin jouet moins de 3 ans
Hot Reusable Cup,Joyeux festin mini-frites
Hotcake & Sausage Extra Value Meal,Joyeux festin p frites
Hotcake Syrup,Joyeux festin P frites
Hotcakes,Joyeux festin sandwich fromage fondant - mini-frites
Hotcakes & Bacon,Joyeux festin sandwich fromage fondant - P frites
Hotcakes & Bacon Extra Value Meal,Joyeux festin sandwich fromage fondant - pommes
Hotcakes & Sausage,Joyeux festin Wrap-éclair
Hotcakes & Sausage Extra Value Meal,Joyeux festin Wrap-éclair croust - mini-frites
Hotcakes & Snacks & Sides,Joyeux festin Wrap-éclair croust - P frites
Hotcakes Extra Value Meal,Joyeux festin Wrap-éclair croust - pommes
Hotel Coupon,Joyeux festin Wrap-éclair grillé - mini-frites
Hunter Sauce: Sweet Chili Sauc,Joyeux festin Wrap-éclair grillé - P frites
Hunter Sauce: Sweet Chili Sauce,Joyeux festin Wrap-éclair grillé - pommes
Ice,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Ice Coffee with sugar free syrup,Joyeux festin Wrap-éclair laitue et tomate - P frites
Ice Mocha 2S,Joyeux festin Wrap-éclair laitue et tomate - pommes
Ice Mocha Milk,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Iced Coffee,Junior au poulet
Iced Coffee with sugar free syrup,Junior au poulet chili doux
Iced Latte,Jus
Iced Latte (2% Milk),Jus d'orange
Iced Latte (Almond Milk),Jus d'orange - Simply Orange
Iced Matcha Tea Latte (2% Milk),Jus de pomme
Iced Matcha Tea Latte (Almond Milk),Jus de pomme - Simply Pomme
Iced Mocha,"Jus, lait et eau"
Iced Mocha (2% Milk),Jus/lait/bouteille
Iced Mocha (almond milk),Jus/lait/bouteille d'eau
Iced Mocha (Almond Milk),Ketchup
In a Cup,L Lat M. Crml ***
Italian Herb Sauce,L Latte M. Caramel ***
Jam with knife,La Boîte Huntr/x
Jr Chicken,La Boîte-déjeuner Saja Boys
Jr Chicken Meal Deal,Laisser esp
Juice,Lait
Juice Deposit,Lait 1%
Juice Pack Deposit,Lait 1% au chocolat
"Juice, Milk & Water",Lait 2%
Juice/Milk/Water,Lait chocolat
Junior Chicken,lait d'amande
Junior Chicken McValue Meal,Lait frappé à la fraise
K-Cup & Tumbler Giftset,Lait frappé à la vanille
K-Pop Demon Hunters,Lait frappé au chocolat
K-Pop Demon Hunters Photocard,Lait glacee
K-Pop Demon Hunters Photocard Pack,Lait ultra-frappé
K-Pop Photocard Pack,Lait ultra-frappé à la fraise
Ketchup,Lait ultra-frappé à la vanille
Ketchup Packet,Lait ultra-frappé au chocolat
Keychain,Laits frappés
Kid's Mac,Laitue
Kiddie Cone,Large
Knives,Large Cup
L  Hot Choc ***,Latte
L Apple Juice,Latte (lait 2%)
L Cap Syrup ***,Latte (lait aux amandes)
L Cappuccino ***,Latte (lait d'amande)
L Cappuccino Syrup ***,Latte à la crème brûlée (lait 2%)
L Caramel Choc Latte ***,"Latte à la van fr, format moyen (lait aux amandes)"
L Caramel Choc Mocha ***,"Latte à la van fr, grand format (lait aux amandes)"
L Caramel Latte ***,"Latte à la van fr, petit format (lait aux amandes)"
L Chai Latte ***,Latte à la vanille française (lait 2%)
L Choc Chip Lat ***,Latte à la vanille française (lait aux amandes)
L Hot Choc  ***,Latte à la vanille française (lait d'amande)
L Hot Choc ***,Latte à thé chai cardamome (lait 2%)
L Hot Choc Mint ***,Latte à thé chai cardamome (lait écrémé)
L Hot Chocolate ***,Latte à thé London fog (lait 2%)
L Hot Water,Latte à thé London fog (lait sans lactose)
L Hot Wht Choc ***,Latte au caramel (lait 2%)
L Ice Latte ***,Latte au caramel (lait aux amandes)
L Iced Matcha Latte ***,Latte au caramel salé (lait 2%)
L Lat Caramel ***,Latte au caramel salé (lait amande)
L Lat Chc Chp ***,"Latte au caramel salé, grand format (lait amande)"
L Lat Cml Choc ***,"Latte au caramel salé, moyen format (lait amande)"
L Lat M. Caramel ***,"Latte au caramel salé, petit format (lait amande)"
L Lat M. Caramel***,"Latte au caramel, format moyen (lait aux amandes)"
L Lat M. Crml ***,"Latte au caramel, grand format (lait aux amandes)"
L Lat Pump ***,"Latte au caramel, petit format (lait aux amandes)"
L Lat Pumpkin Crml ***,Latte au chocolat et à la noisette (lait 2 %)
L Lat SF ***,Latte au thé chai (lait 2 %)
L Lat Syrup ***,Latte au thé chai (lait aux amandes)
L Latte ***,"Latte au thé chai, format moyen (lait 2 %)"
L Latte Cml Choc ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Latte Mint ***,"Latte au thé chai, grand format (lait 2 %)"
L Latte Mint R ***,"Latte au thé chai, grand format (lait aux amandes)"
L Latte Pumpkin ***,"Latte au thé chai, petit format (lait 2 %)"
L Latte Syrup ***,"Latte au thé chai, petit format (lait aux amandes)"
L Lndn Fog Latte ***,Latte au thé matcha (lait 2 %)
L Matcha Latte ***,Latte au thé matcha (lait 2%)
L Mocha ***,Latte au thé matcha (lait aux amandes)
L Mocha Cml Choc ***,"Latte au thé matcha, format moyen (lait 2 %)"
L Mocha Mint ***,"Latte au thé matcha, grand (lait aux amandes)"
L Mocha Wht Choc ***,"Latte au thé matcha, grand format (lait 2 %)"
L Orange Juice,"Latte au thé matcha, moyen (lait aux amandes)"
L Slt Caramel Latte ***,"Latte au thé matcha, petit (lait aux amandes)"
L Sltd Crml Latte***,"Latte au thé matcha, petit format (lait 2 %)"
L Sugar Free Latte ***,Latte avec sirop sans sucre (lait 2%)
L Van Latte ***,Latte avec sirop sans sucre (lait aux amandes)
L Water,Latte avec sirop sans sucre (lait d'amande)
Large,Latte caramel (lait 2%)
Large,Latte caramel (lait d'amande)
Large Barq's Root Beer,Latte citrouille (lait 2%)
Large Blueberry Pomegranate Smoothie,Latte glacé
Large Breakfast Poutine,Latte glacé (lait 2%)
Large Cappuccino (Almond Milk),Latte glacé (lait amande)
Large Chocolate Shake,Latte glacé au chocolat et à la noisette (lait 2 %)
Large Clear Cup,Latte glacé au matcha (lait 2%)
Large Coke,Latte glacé matcha (lait amande)
Large Cup,Latte London Fog (lait 2 %)
Large Cup FS,Latte London Fog (lait aux amandes)
Large Decaf Coffee,"Latte London Fog, format moyen (lait 2 %)"
Large Diet Coke,"Latte London Fog, format moyen (lait aux amandes)"
Large Earl Grey Tea,"Latte London Fog, grand format (lait 2 %)"
Large French Fries,"Latte London Fog, grand format (lait aux amandes)"
Large French Vanilla Latte,"Latte London Fog, petit format (lait 2 %)"
Large French Vanilla Latte (2% milk),"Latte London Fog, petit format (lait aux amandes)"
Large Fries,"Latte, format moyen (lait aux amandes)"
Large Green Tea,"Latte, grand format (lait aux amandes)"
Large Mango Smoothie,"Latte, petit format (lait aux amandes)"
Large Orange Pekoe Tea,Le Grand M
Large Peppermint Tea,Légèrement grillé
Large Poutine,Les guerrières de la K-pop
Large Premium Roast Coffee,"LF chocolat, format col."
Large Senior's Decaf Coffee,"LF fraise, format col."
Large Senior's Earl Grey Tea,"LF vanille, format col."
Large Senior's Green Tea,Livraison
Large Senior's Orange Pekoe Tea,Livre Ou Jouet
Large Senior's Peppermint Tea,Livret avec un Joyeux festin
Large Spicy Buffalo Crispy Poutine,Livret fr avec Joyeux festin
Large Spicy Buffalo Grilled Poutine,Livret français avec un Joyeux festin
Large Spicy Crisp Poutine,Livret français seul
Large Sprite,Livret seul
Large Strawberry Banana Smoothie,M Café
Large Strawberry Shake,M Café décaf infusé
Large Vanilla Shake,M Café frappé + crème fouettée + coulis au choc.
Late Night Bundle,M Capp sirop ***
Late Night Bundle (Serves 4),M Cappuccino ***
Latte,M Cappuccino R ***
Latte (2% Milk),M Cappuccino Sirop ***
Latte (Almond milk),M Cappuccino Sirop R***
Latte (Almond Milk),M Chai frappé van. + cr. fouettée + coulis au choc.
Latte French Vanilla (@%),M Choc ch ment ***
Latte French Vanilla (2% Milk),M Coke
Latte or Cappuccino,M Déca infusé
Latte with sugar free syrup (2% Milk),M Eau chaude
Latte with sugar free syrup (Almond Milk),M Eau froide
Leaf Holiday Mug,M Frites
Leaf Lettuce,M Lat caramel ***
Leaf Mug,M Lat cml salé***
Leaf Tumbler,M Lat M. Car ***
Leave Some Space,M Lat M. Crml ***
Lemongrass Green Tea,M Lat pép choc ***
Lettuce,M Latte ***
Lettuce & Tomato Snack Wrap,M Latte à la vanille ss ***
Li’l Donuts,M Latte au caramel  ***
Lightly Toasted,M Latte au chocolat et à la noisette (lait 2 %)
Like a Mac,M Latte glacé ***
Liquid Sugar,M Latte glacé au chocolat et à la noisette (lait 2 %)
London Fog Tea Latte (2% Milk),M Latte glacé L ***
London Fog Tea Latte (Almond Milk),M Latte M. Caramel ***
Long Espresso,M Latte menthe ***
LOVE CANADA TUMBLER,M Latte pép choc ***
Love Mug,M Latte sirop ***
Lrg Americano,M Latte Sirop ***
Lrg Apple Juice,M Latte Sirop R ***
Lrg Barq's Root Beer,M Latte ss ***
Lrg Bergamia Grey Tea,M Latte vanille ss ***
Lrg Blackberry Passionfruit Refresher,M LF à la fraise ML
Lrg Blueberry Pomegranate Real Fruit Smoothie,M LF à la vanille ML
Lrg Cappuccino (2% Milk),M LF au chocolat ML
Lrg Cappuccino (Almond Milk),M LF chocolat
Lrg Caramel Latte (Almond milk),M LF fraise
Lrg Caramel Latte (Almond Milk),M LF vanille
